,DOI,Title,Abstract,AI_Methods,Abstract,Abstract
391,10.1016/j.intermet.2024.108198,Explainable Machine Learning based approach for the design of new refractory high entropy alloys,"The design and development of Refractory High Entropy Alloys can be expedited using Machine Learning (ML) approach. The current study uses a RHEA database to train the different Machine Learning models, namely, Decision Tree (DT), Random Forest (RF), Support Vector Machine (SVM), K-nearest neighbor (KNN) and Artificial Neural Network (ANN). The trained models show an average testing accuracy of more than 80 %. Local interpretable model-agnostic explanations (LIME) and Shapley additive explanations (SHAP) are used to understand the impact of design parameters on ML phase prediction. New RHEAs are predicted by trained ML models and verified by experiments. The significant design parameters which affect the ML prediction of new alloys were established using LIME. © 2024 Elsevier Ltd",,,
392,10.1016/j.commatsci.2024.112925,Machine learning accelerated discovery of corrosion-resistant high-entropy alloys,"Corrosion has a wide impact on society, causing catastrophic damage to structurally engineered components. An emerging class of corrosion-resistant materials are high-entropy alloys. However, high-entropy alloys live in high-dimensional composition and configuration space, making materials designs via experimental trial-and-error or brute-force ab initio calculations almost impossible. Here we develop a physics-informed machine-learning framework to identify corrosion-resistant high-entropy alloys. Three metrics are used to evaluate the corrosion resistance, including single-phase formability, surface energy and the compactness of oxide films formed on an alloy surface evaluated by Pilling–Bedworth ratios. We used random forest models to predict the single-phase formability, trained on an experimental dataset. Machine learning inter-atomic potentials were employed to calculate surface energies and Pilling–Bedworth ratios, which are trained on first-principles data fast sampled using embedded atom models. A combination of random forest models and high-fidelity machine learning potentials represents the first of its kind to relate chemical compositions to corrosion resistance of high-entropy alloys, paving the way for automatic design of materials with superior corrosion protection. This framework was demonstrated on AlCrFeCoNi high-entropy alloys and we identified composition regions with high corrosion resistance from a wide range of compositions. Machine learning predicted lattice constants and surface energies are consistent with values by first-principles calculations. The predicted single-phase formability and corrosion-resistant compositions of AlCrFeCoNi agree well with experiments. This framework provides a computationally efficient approach to navigate high-dimensional composition space of high-entropy alloys. It is general in its application and applicable to other complex materials, enabling high-throughput screening of material candidates and potentially accelerating the iteration of integrated computational materials engineering. © 2024",,,
393,10.1016/j.jallcom.2023.173172,Efficient screening of single phase forming low-activation high entropy alloys,"Screening of chemical space constituting a palette of seven low-activation metallic elements (Ti, V, Cr, Mn, Fe, Ta, and W) is performed to find single-phase equiatomic/non-equiatomic body-centered cubic (BCC) quaternary/quinary high entropy alloys (HEA). A high throughput screening using ab-initio computations-assisted thermodynamic modeling strategy is implemented. Benchmarking the accuracies of the empirical models for predicting simple solid solutions HEAs is performed considering experimentally synthesized thirty-six low-activation HEAs from the literature. Based on the most efficient empirical model, compositional ranges of several new HEAs are suggested where the formation of single-phase HEA is most preferable. A thorough comparison of high-throughput screening results with CALPHAD data and experiments establishes the efficiency of the high-throughput screening strategy. © 2024 Elsevier B.V.",,,
394,10.1016/j.jallcom.2023.173089,Utilizing an intelligent machine learning strategy for predicting the tensile strength and ductility properties of nitrogen doped CoCrFeMnNi based high entropy alloys,"The integration of machine learning (ML) within the realm of artificial intelligence has unveiled remarkable potential for predicting material properties. Particularly, determining critical properties such as yield strength (YS), tensile strength (UTS), and elongation in high entropy alloys (HEAs) has been a formidable challenge due to the extensive composition possibilities. The application of ML methods offers a viable solution for determining the optimal composition and mechanical properties of HEA materials. In this study, six ensemble ML algorithms, including random forest (RF), adaboost, xgboost, gradient boosting, bagging, and extra trees are employed to predict the tensile strength and ductility of nitrogen (N) doped CoCrFeMnNi based HEAs, which includes yield strength, tensile strength, and elongation properties. To explore the correlations between different features in the dataset, both the Pearson correlation and SHAP (SHapley Additive exPlanations) coefficient methods are employed. The gradient boosting ML model, in particular, distinguished itself with remarkable precision, achieving outstanding coefficient of determination (R2) values of approximately 98.25% for YS, 97.39% for UTS, and 94.45% for elongation. Moreover, it demonstrated lower mean absolute error (MAE) values for yield strength (32.62 MPa), tensile strength (37.48 MPa), and elongation (3.40%). This pattern strongly emphasizes its superiority in providing more accurate predictions compared to the other models. Notably, the model's prediction results for all three tensile properties are closely matched with the values obtained through experimental testing. This alignment between predictions and actual results serves as a crucial validation of the model's exceptional accuracy and reliability in precisely predicting these properties. Furthermore, the scrutinizing the impact of both prominent and less influential features on the ML model's performance is analyzed. Thereby, these findings underscore the remarkable effectiveness of the gradient boosting model as a predictive tool, emphasizing its ability to provide highly accurate and reliable predictions for HEAs properties. © 2023 Elsevier B.V.",,,
395,10.1016/j.jallcom.2023.173144,Inverse design of high entropy alloys using a deep interpretable scheme for materials attribution analysis,"High entropy alloys (HEAs) have gained significant attention due to their unique combinations of properties and extensive compositional space. However, designing HEAs with specific properties has become increasingly complex and challenging. To address this issue, a Deep Interpretable Scheme for Material Attribution Analysis (DISMAA) was developed to systematically uncover the composition-structure-property (CSP) relationships of HEAs and generate novel compositions. The approach combines a deep generative model, trained with limited data, to create a continuous composition space of AlCoCrFeMnNi high entropy alloys, and additional deep learning models, trained with more data, to predict the corresponding phase and properties. Attribution and sensitivity analysis techniques are used to analyze the contribution of each element to different materials properties and phases. The distributions of composition, phase, mechanical property, and contribution of elements are visualized in the latent space, providing a novel and intuitive approach to analyze CSP relationships using deep learning. The efficacy of the method was validated, demonstrating the interpretability and rationality of the deep neural network model for material inverse design applications. This approach can be applied to tailor multiple properties and manufacturing parameters in various materials systems, providing scientists with a comprehensive context for designing HEAs. © 2023",,,
396,10.1016/j.matdes.2024.112797,Predicting and understanding the ductility of BCC high entropy alloys via knowledge-integrated machine learning,"Despite the fact that body-centered cubic high entropy alloys (BCC HEAs) exhibit exceptional strengthening mechanisms over a wide temperature range, their application is often hindered by poor room temperature ductility. Consequently, the accurate prediction of BCC HEAs′ ductility becomes critical in alloy design but is challenged by the intricate nature of these alloy systems. In this study, a comprehensive machine learning (ML) strategy with integrated material knowledge is proposed to address this problem. By referring to plasticity theories, thermodynamics as well as atomic properties, we develop a set of cost-effective material descriptors with various mathematical forms such as averaging, mismatching, maximum-minimum ranging and averaging as binary pairs for HEAs. These descriptors are proved to effectively incorporate material knowledge into ML modelling. They also offer potential alternatives to those obtained from costly first principles calculations. Classification and regression tasks are conducted to predict the ductility of BCC HEAs, and Gradient boosting algorithm exhibiting the best performance for both tasks is eventually selected. The established optimized models achieve high predictive accuracies exceeding 0.85. Through feature engineering, five key features related to valence electron concentration (VEC) and atomic size are screened out. These features lay the foundation for explicit formulae developed via Symbolic Classification, enabling the straightforward numerical prediction of BCC HEAs′ ductility. These key features are further analyzed by an interpretable ML method and compared against experimental and computational plasticity factors, elucidating their influences on various plasticity mechanisms. An in-depth exploration of why the proposed ML models outperform conventional plasticity criteria for HEAs is also presented. This study highlights an effective knowledge-integrated ML approach in predicting material properties resulting from complex mechanisms, with a particular focus on HEAs that often exhibit sparse data. © 2024 The Author(s)",,,
397,10.1016/j.matdes.2024.112785,Feature purify: An examination of spurious correlations in high-entropy alloys,"Patterns in datasets, while key to successful predictions, can also be misleading. In this study, a feature filtering workflow based on interpretable dimensionality reduction techniques was developed to diagnose the spurious correlations in high-entropy alloy dataset with phase structure and hardness labels. It is found that the presumed linear relationship between valence electron concentration (VEC) and hardness in high-entropy alloys is spurious, which highly influenced by the constitute elements of alloy system and determined by properties related to atomic radius. In addition, electron work function (w) and cohesive energy (Ec) have similar relationships with hardness, which indicated that these electronic features should be excluded for hardness prediction. Hence, this process can serve as a preliminary step in feature selection to mitigate the influence of non-causal features on prediction. © 2024",,,
398,10.1016/j.jmrt.2024.01.257,Machine learning guided BCC or FCC phase prediction in high entropy alloys,"High entropy alloys （HEAs） have excellent properties because they can form simple solid solution (SS) phases, including body-centered cubic (BCC) phase, face-centered cubic (FCC) phase, or FCC + BCC phase, so phase prediction is the first step in alloy design. In current research, machine learning (ML) approach had been widely used to guide the discovery and design of materials. The prediction of HEAs phase structure based on machine learning (ML) is a hot topic. In this work, five ML algorithms were utilized to predict HEAs for SS and amorphous (AM) phases based on 399 collected data sets, including 120 BCC alloys, 87 FCC alloys, 82 BCC + FCC alloys and 110 a.m. alloys. To enhance the model's accuracy, grid search and K-fold cross validation were used to optimize performance. Valence electron concentration (VEC) and ΔH<inf>mix</inf> exhibit high importance in prediction in compared to other parameters. The results show that the random forest can effectively distinguish BCC phase, FCC phase, mixed solid solution phase (FCC + BCC) and AM, with an accuracy is 0.87. After that, the CoCrFeNiAlx (x = 0, 0.5, 1) system alloys were characterized by XRD and SEM-EDS. The experimental results validated that the phase structure of CoCrFeNiAlx alloys changed from FCC to BCC + FCC and BCC with the increase of Al content, which is consistent with the ML prediction. © 2024 The Authors",,,
399,10.1016/j.matchar.2024.113737,Microsegregation and homogenization behavior of CoCrFeMnNi high-entropy alloy,"Previous studies have primarily focused on the mechanical attributes and deformation traits of CoCrFeMnNi alloys, and in-depth studies on the microsegregation and homogenization behaviors of this alloy are lacking. Therefore, we investigated the microstructure and microsegregation behavior of an as-solidified CoCrFeMnNi alloy. Segregation profiles were obtained by sorting electron probe microanalyzer (EPMA) data using weighted interval rank sorting (WIRS). Applying WIRS to examine the solidification segregation of the CoCrFeMnNi alloy revealed that Co, Cr, and Fe predominantly segregated within the dendritic cores. Furthermore, the segregation profiles computed via the Clyne–Kurz model closely matched the WIRS experimental data. These profiles were subsequently integrated into the DICTRA kinetic modeling software to delve deeper into the homogenization behavior of the alloy. DICTRA predicted the homogenization parameters of the CoCrFeMnNi alloy, which were experimentally validated using a real heat-treated sample. Overall, the DICTRA prediction aligned with the microscopy observations, suggesting its efficacy in determining optimal homogenization conditions for single-phase materials exhibiting dendritic segregations. © 2024 Elsevier Inc.",,,
400,10.1016/j.jmrt.2024.01.145,"Unraveling phase prediction in high entropy alloys: A synergy of machine learning, deep learning, and ThermoCalc, validation by experimental analysis","The phase formation in high entropy alloys (HEAs) presents a significant challenge due to the complexity of their composition and the intricate interactions between multiple elements. The machine learning (ML) and deep learning (ANN) models play a crucial role in phase prediction for HEAs owing to their capability to handle intricate, multi-dimensional datasets and capture nuanced relationships between composition and phase formation. This article seeks to enhance the understanding of phase prediction in HEAs by utilizing ML, ANN, ThermoCalc, and experimental validation techniques. Parameters such as δ, VEC, and Tm, influential in predicting phases, were discerned using the Pearson correlation method. Various ML models, including kneighbors, bagging, adaboost, decision tree, extra trees, and ANN, were employed for predicting phase formation in HEAs. The ANN model exhibited an impressive accuracy of 90.62 %, while the extra trees model achieved an accuracy of 89.73 %. These ML and ANN models adeptly predicted the observed phases in experimental results, correctly identifying both HEAs Co<inf>10</inf>Cr<inf>19</inf>Fe<inf>30</inf>Mn<inf>23</inf>Ni<inf>9</inf>Ti<inf>8</inf> and Co<inf>7</inf>Cr<inf>22</inf>Fe<inf>29</inf>Mn<inf>24</inf>Ni<inf>14</inf>Ti<inf>4</inf> as having a face-centered cubic (FCC) + intermetallic (IM) structure. However, it is noteworthy that ThermoCalc and other ML models almost misclassified these HEAs. Both alloys primarily consist of an intermetallic phase enriched in titanium (Ti) and manganese (Mn) while exhibiting a noticeable depletion of iron (Fe) content. A comparison of these approaches underscores the significance of experimental validation in assessing the accuracy and reliability of phase predictions in HEAs, revealing the strengths and limitations of each method. © 2024 The Authors",,,
401,10.1016/j.matlet.2024.135871,Introducing pre-trained transformers for high entropy alloy informatics,"High-Entropy Alloys (HEAs) offer a wealth of compositional possibilities, presenting both immense opportunities and challenges in identifying the best candidates for specific applications. This study introduces a new informatics pipeline for HEAs, utilizing Large Language Model architectures and pre-trained transformers inspired by Natural Language Processing techniques. This work demonstrates that transformers pre-trained on theoretical unlabelled thermodynamic data can be fine-tuned with labelled experimental HEA data to significantly improve predictive accuracy while negating the need for extensive experimentally driven labelled datasets. © 2024 Elsevier B.V.",,,
402,10.1016/j.mtcomm.2023.107940,A machine learning-driven framework for the property prediction and generative design of multiple principal element alloys,"Multi-principal element alloys (MPEAs), inclusive of so-called high entropy alloys (HEAs), represent an innovative class of metallic materials that reveal unique properties and potentially broad applicability. However, the compositional complexity of MPEAs presents challenges in discerning physical mechanisms that control properties, and in harnessing such mechanisms to drive the design of new alloys. An ability to design metallic alloys that possess user-defined requisite properties has emerged as a critical area of interest within the field of materials science and engineering. This research illustrates how the integration of data science, machine learning (ML), and generative design strategies can evolve alloy design to a predictive, data-oriented approach. A comprehensive workflow utilising machine learning for feature analysis, property prediction, and generative design of novel MPEA generation is proposed. This workflow facilitates the examination and comparison of the predictive capabilities of ML models in determining the mechanical properties of MPEAs, providing insights into the influence of different design parameters. Additionally, by integrating a generative adversarial model, the prediction of novel MPEAs and anticipate their mechanical behaviours is revealed. © 2023 The Authors",,,
403,10.1016/j.mtcomm.2023.107847,A machine learning approach to predict austenite finish temperature in quaternary NiTiHfPd SMAs,"Machine learning (ML) has emerged as a promising tool for the design of multicomponent alloys due to their vast design spaces. Quaternary NiTiHfPd shape memory alloys (SMAs) possess unique potential to be employed in high-temperature actuation as well as damping systems. This study presents a machine learning approach using the currently available limited data regime to accelerate research on NiTiHfPd SMAs. To this end, a database of transformation temperatures of NiTiHfPd SMAs was compiled and expanded through compositional and post-processing features of the alloys. Various ML algorithms were utilized to predict the austenite finish temperature of NiTiHfPd SMAs and then validated through experiments. © 2023 Elsevier Ltd",,,
404,10.1142/S1758825124500248,A Crystal Plasticity Finite Element - Machine Learning Combined Approach for Phase Transformation Prediction in High Entropy Alloy,"The mechanical properties of an alloy depend on its microstructure. The strength-ductility trade-off is a paradigm that existed for a long time. Advanced alloys, such as high entropy alloys (HEAs), utilize a dual-phase strengthening mechanism, which originates from the microstructural phenomena consisting of twinning and phase transformation, to significantly improve their mechanical properties. To understand the impact of phase transformation mechanism on stress-strain response, developments of crystal plasticity finite element models (CPFEM) and machine learning (ML) together with experimental methods have potential to capture the relationships between descriptive features and targeted phenomena. Here, ML models on local crystallography, local stresses, and energy-based driving forces are leveraged for phase transformation prediction in a HEA. The ML model (XGBoost classification model) uses a hybrid training data combining electron backscatter diffraction (EBSD) experimental data and CPFEM simulation results. This approach enhances prediction performance at optimum data sizes. This predictive model is implemented in multiple experimental measurements to validate our models and evaluates importance of different physical quantities on phase transformation phenomenon. The prediction accuracy reached over 95% compared to experimental data. The CPFEM-ML framework used in this study is expected to be applicable to other HEA systems to facilitate the understanding and prediction of the phase transformation. © 2024 World Scientific Publishing Europe Ltd.",,,
405,10.1016/j.mtcomm.2023.107757,Study on thermal deformation constitutive model of NiCoFeAlCrMo high-entropy alloy with FCC / L12 coherent structure,"Due to its multi-principal component characteristics, high-entropy alloys exhibit excellent comprehensive mechanical properties and become a new generation of engineering structure alternative materials. At present, a single constitutive model is used to describe the change of flow stress in the study of hot deformation behavior of high-entropy alloys, and there are some problems such as inaccurate prediction accuracy or inapplicability of the model in some hot processing intervals. In this paper, three different constitutive models are combined to fully consider the applicability of the model in different temperature ranges, and the change of flow stress behavior is accurately described, which is of great significance for subsequent deformation mechanism research, hot processing process optimization, numerical simulation and so on. Thermal compression experiments on cast Ni<inf>28.5</inf>Co<inf>18.6</inf>Fe<inf>18.2</inf>Al<inf>16.3</inf>Cr<inf>10.5</inf>Mo<inf>4</inf> Ti<inf>2.3</inf>Nb<inf>0.6</inf>W<inf>0.9</inf>C<inf>0.2</inf> high-entropy alloy were carried out using a Gleeble-3800 thermal simulation tester with deformation temperatures in the range from 900 ℃ to 1150 ℃ and strain rates from 0.001 s−1 to 1 s−1. The constitutive relationships between true stress and strain, temperature and strain rate were established, while the heat deformation process of this alloy under different deformation conditions by Arrhennius, Modified Johnson-Cook and Modified Fields-Backofen models were characterized. The results indicate that Arrenius model describe the rheological behavior of the alloy better in a wider temperature range and at a wider strain rate range. Comparatively, the model shows the highest prediction accuracy in the high-temperature region and slightly lower accuracy in the mesothermal and low-temperature regions. The modified J-C and F-B models have better prediction accuracy in the low-temperature and medium-temperature regions, respectively. Due to the different deformation conditions, dislocation configurations such as dislocation tangles, dislocation networks, and subcrystalline junctions can be observed in the plastic deformation region. The dislocation density of this alloy increases with increasing strain rate and decreasing deformation temperature after deformation. © 2023 Elsevier Ltd",,,
406,10.1016/j.optlastec.2023.110302,A multi-objective optimization of laser cladding processing parameters of AlCoCrFeNi2.1 eutectic high-entropy alloy coating,"In order to obtain the optimal processing parameters for laser cladding (LC) of AlCoCrFeNi<inf>2.1</inf> eutectic high-entropy alloy, a multi-objective optimization method based on response surface methodology (RSM) was proposed. In this paper, a one-way pre-test was conducted by varying the processing parameters using a single control variable method. The results show that the porosity and microhardness of the coating are closely related to the processing parameters. The cross-section microhardness of the coating showed instability under certain process parameters, based on which the optimization window of RSM processing parameters was determined. In the RSM model, a mathematical prediction model was developed according to the laser power, scanning speed, powder feeding rate and microhardness, dilution rate and aspect ratio. Microhardness is inversely correlated with laser power and positively correlated with scanning speed and powder feeding rate. The optimal processing parameters (laser power: 1675 W, scanning speed: 7.8 mm/s and powder feeding rateing rate: 12.91 g/min) were determined. The model showed a good agreement with the experimental validation results. The coatings have good shape with an average microhardness of 322 HV<inf>0.2</inf>. The maximum average error between model predictions and experimental validation was 5.27 %. © 2023 Elsevier Ltd",,,
407,10.1021/acs.langmuir.3c03401,Developing Cheap but Useful Machine Learning-Based Models for Investigating High-Entropy Alloy Catalysts,"This work aims to address the challenge of developing interpretable ML-based models when access to large-scale computational resources is limited. Using CoMoFeNiCu high-entropy alloy catalysts as an example, we present a cost-effective workflow that synergistically combines descriptor-based approaches, machine learning-based force fields, and low-cost density functional theory (DFT) calculations to predict high-quality adsorption energies for H, N, and NH<inf>x</inf> (x = 1, 2, and 3) adsorbates. This is achieved using three specific modifications to typical DFT workflows including: (1) using a sequential optimization protocol, (2) developing a new geometry-based descriptor, and (3) repurposing the already-available low-cost DFT optimization trajectories to develop a ML-FF. Taken together, this study illustrates how cost-effective DFT calculations and appropriately designed descriptors can be used to develop cheap but useful models for predicting high-quality adsorption energies at significantly lower computational costs. We anticipate that this resource-efficient philosophy may be broadly relevant to the larger surface catalysis community. © 2024 The Authors. Published by American Chemical Society.",,,
408,10.1021/acs.jpclett.3c03369,Phase Diagrams of Alloys and Their Hydrides via On-Lattice Graph Neural Networks and Limited Training Data,"Efficient prediction of sampling-intensive thermodynamic properties is needed to evaluate material performance and permit high-throughput materials modeling for a diverse array of technology applications. To alleviate the prohibitive computational expense of high-throughput configurational sampling with density functional theory (DFT), surrogate modeling strategies like cluster expansion are many orders of magnitude more efficient but can be difficult to construct in systems with high compositional complexity. We therefore employ minimal-complexity graph neural network models that accurately predict and can even extrapolate to out-of-train distribution formation energies of DFT-relaxed structures from an ideal (unrelaxed) crystallographic representation. This enables the large-scale sampling necessary for various thermodynamic property predictions that may otherwise be intractable and can be achieved with small training data sets. Two exemplars, optimizing the thermodynamic stability of low-density high-entropy alloys and modulating the plateau pressure of hydrogen in metal alloys, demonstrate the power of this approach, which can be extended to a variety of materials discovery and modeling problems. © 2024 American Chemical Society.",,,
409,10.3390/met14020235,Machine Learning Design for High-Entropy Alloys: Models and Algorithms,"High-entropy alloys (HEAs) have attracted worldwide interest due to their excellent properties and vast compositional space for design. However, obtaining HEAs with low density and high properties through experimental trial-and-error methods results in low efficiency and high costs. Although high-throughput calculation (HTC) improves the design efficiency of HEAs, the accuracy of prediction is limited owing to the indirect correlation between the theoretical calculation values and performances. Recently, machine learning (ML) from real data has attracted increasing attention to assist in material design, which is closely related to performance. This review introduces common and advanced ML models and algorithms which are used in current HEA design. The advantages and limitations of these ML models and algorithms are analyzed and their potential weaknesses and corresponding optimization strategies are discussed as well. This review suggests that the acquisition, utilization, and generation of effective data are the key issues for the development of ML models and algorithms for future HEA design. © 2024 by the authors.",,,
410,10.1016/j.matdes.2024.112634,Machine learning assisted design of high-entropy alloys with ultra-high microhardness and unexpected low density,"High-entropy alloys (HEAs) have attracted considerable attention for their exceptional microstructures and properties. Discovering new HEAs with desirable properties is crucial, but traditional design methods are laborious and time-consuming. Fortunately, the emerging Machine Learning (ML) offers an efficient solution. In this study, composition-microhardness data pairs from various alloy systems were collected and expanded using a Generative Adversarial Network (GAN). These data pairs were converted into empirical parameter-microhardness pairs. Then Active Learning (AL) was employed to screen the Al-Co-Cr-Cu-Fe-Ni system and identify the eXtreme Gradient Boosting (XGBoost) as the optimal ML master model. Millions of data training iterations employing the XGBoost sub-model and accuracy evaluations using the Expected Improvement (EI) algorithm establish the relationship between HEA compositions and microhardness. The proposed sub-model aligns well with experimental data, wherein four Al-rich compositions exhibit ultra-high microhardness (>740 HV, with a maximum of ∼780.3 HV) and low density (<5.9 g/cm3) in the as-cast bulk state. The hardening increment originates from the precipitation of disordered BCC nanoparticles in the ordered AlCo-rich B2 matrix compared to the dilute B2 AlCo intermetallics. This lightweight, high-performance alloy shows potential for engineering applications as thin films or coatings. © 2024 The Author(s)",,,
411,10.1016/j.apmt.2023.102000,Accelerated design of low-activation high entropy alloys with desired phase and property by machine learning,"Low-activation high-entropy alloys (HEAs) have been regarded as novel candidate structural materials for fusion reactors due to their excellent mechanical and radiation resistant properties. Nevertheless, the potential vast composition space brings a prominent challenge in the design of low-activation HEAs. Herein, a new strategy based on machine learning (ML) was proposed to accelerate the exploitation of low-activation HEAs with desired phase and property. Two optimized classification models with accuracy of > 85% were developed to identify single-phase body-centered-cubic (BCC) solid-solution (SS) HEAs. One regression model with correlation coefficient (R) of > 0.9 was constructed to predict the hardness of HEAs. The phase and hardness prediction models were combined in accordance with an integrated design strategy to identify the low-activation HEAs with desired phase and property from 284,634 candidates. With this design strategy, a new desired single-phase BCC Fe<inf>35</inf>Cr<inf>30</inf>V<inf>20</inf>Mn<inf>10</inf>Ti<inf>5</inf> low-activation HEA with 555.9 ± 15.3 HV was designed and fabricated via only two experimental iterations. Besides, two new phase selection rules with accuracy of > 95% were given to efficiently screen SS and BCC HEAs, respectively. Our research work not only provides new ideas to search for low-activation HEAs, but also can be extended to the integrated design of structure and performance of other advanced materials. © 2023",,,
412,10.1002/adem.202301425,High-Throughput Design of Refractory High-Entropy Alloys: Critical Assessment of Empirical Criteria and Proposal of Novel Guidelines for Prediction of Solid Solution Stability,"Refractory high-entropy alloys (RHEAs) are a new class of metallic alloys which have been extensively studied in the past decade due to their excellent high-temperature performances. However, the design of new lightweight and ductile RHEAs is a challenging task, since an extensive exploration of the immense compositional space of multicomponent systems is practically impossible. Aiming to reduce the experimental effort, several research groups have proposed different predictive criteria to design new high-performing HEAs. Nevertheless, the criteria proposed so far are often based on a limited amount of data and, generally, do not differentiate between refractory and nonrefractory HEAs. To overcome these limitations, herein, a comprehensive database of properties of 265 RHEAs reported in the open literature from 2010 to 2022 is developed. Such a database is used to assess the validity of predictive empirical criteria and new guidelines for the prediction of solid solution stability in RHEAs are proposed. © 2023 The Authors. Advanced Engineering Materials published by Wiley-VCH GmbH.",,,
413,10.1016/j.commatsci.2023.112714,Unravelling the extra-hardening in chemically architectured high entropy alloys,"Chemically architectured high entropy alloys are a new concept of multi-scale microstructure originally including a 3D network of composition fluctuations, named interphase. To unravel the strengthening contribution of each entity of the microstructure, chemically architectured alloys were processed, their microstructure and mechanical properties were characterized and then they were modelled by the finite element method. Nanoindentation measurements reveal a local extra-hardening at the interphase. Conventional modelling, even when considering three phases in a full-field approach, could not reproduce the compression properties, indicating again the existence of an extra-hardening. Then, the chemical and plastic strain gradients effects were included in the model and an agreement was reached with experimental data. Both experimental and modelling results prove that chemical gradients are at the origin of a new strengthening mechanism. This chemical gradient strengthening depends on the many microstructural parameters of chemically architectured alloys and opens the way for tuning and optimization of mechanical properties. © 2023 Elsevier B.V.",,,
414,10.1016/j.actamat.2023.119445,Prediction of phase stabilities of solid solutions for high entropy alloys,"Accurately predicting the phase stabilities of high entropy alloys (HEAs) is of significance for alloy design and development. The predicted results of the existing established thermodynamic approaches have a large deviation from the actual results. To avoid this problem, a new simplifying prediction scheme is proposed and reported in this study, which was built on the experimental results of 130 HEAs combining ten elements, including Al, Co, Cr, Cu, Fe, Mn, Mo, Ni, Ti and V. Firstly, the bond enthalpies between atom pairs in condensed solid solutions (BCC or FCC) were reasonably estimated by applying the Ab-initio method. Secondly, from a thermodynamic standpoint of the correlation between the bond enthalpies and the interaction parameters, a new quantified technique of the interaction parameters between elements was established. Then, the mixing enthalpies of the solid solutions with specific crystal structures, as well as the Gibbs free energies of the intermetallic compounds, have been extracted. Thus, by contrasting the Gibbs free energies of the alloy system before and after precipitation, an overall basic approach to predicting the phase stability has been developed. This method has taken into account the change of the Gibbs free energy of the solid solution after the separation of intermetallic compounds, the calculated results have evolved into more accurate and reliable ones and can point out which kind of complex phase (Sigma phase or Laves phase) would precipitate in the HEAs, offering a fundamentally new approach with high credibility for predicting the phase stability of the HEAs. © 2023",,,
415,10.1016/j.commatsci.2023.112578,Physics-informed machine learning prediction of the martensitic transformation temperature for the design of “NiTi-like” high entropy shape memory alloys,"The present study proposes a physics-informed machine learning (PIML) algorithm-based approach aimed at predicting the martensitic transformation temperature (Ms) for the design of “NiTi-like” high entropy shape memory alloys (HESMAs). A previously established HESMAs database is enriched and extended to include binary, ternary, quaternary, quinary and senary alloys containing the most employed alloying elements for HEAs design such as Ni equivalents (Fe, Cu, Co, Pd, Pt and Au), Ti equivalents (Zr and Hf), Nb and Ta. The Extremely Randomized Trees algorithm, based on the concept of multiple random decision tree predictions, is adopted as the regression method for Ms temperature prediction. Two strategies for the algorithm inputs have been adopted, discussed, and compared in terms of reliable predictions. The first relies on the composition of the alloying elements, whereas the second exploits a defined set of intrinsic material descriptors. The latter are based on mixing enthalpy, atomic radius, electronegativity, atomic number and number of elements. A high accuracy of the M<inf>S</inf> prediction has been reached when considering the material descriptors. In fact, the second strategy induces a mean absolute error that is less than 30 °C for alloys containing up to 4 elements. For more elements there are more discrepancies due to the homogenization state required for HEAs. The validation of the developed approach has been performed using 6 home-made HESMAs prepared specifically for this study. It demonstrated the predictive capabilities of the developed physics-informed machine learning based approach. Finally, a HESMA design tool has been implemented to virtually design new HESMAs with a targeted Ms temperature above 400 °C. It is worth noting that this aspect is one of the most challenging engineering issues for such alloys. An illustrative case applied to the (NiCuPd)<inf>50</inf>(TiZr)<inf>50</inf> family of alloys demonstrates the predictive capabilities of the developed approach to design such alloys to achieve a Ms temperature in the range of 300 °C to 700 °C. © 2023 Elsevier B.V.",,,
416,10.1016/j.commatsci.2023.112612,Machine learning assisted design of novel refractory high entropy alloys with enhanced mechanical properties,"This paper details an alloy design effort by machine learning (ML) attempting to design novel refractory high entropy alloys (RHEAs) with exceptional mechanical properties at elevated temperatures and good room temperature ductility. For this purpose, four datasets were generated by mining the data available in literature, containing room temperature strength, high temperature strength, room temperature ductility and hardness, which were trained by three different ML models, namely the support vector regression, random forest, and artificial neural network. As a result, three novel RHEA compositions were predicted, and their performances were experimentally validated. Specifically, the Ti<inf>8</inf>Nb<inf>21</inf>Zr<inf>27</inf>Ta<inf>13</inf>Mo<inf>19</inf>V<inf>12</inf>, Ti<inf>10</inf>Nb<inf>19</inf>Zr<inf>15</inf>Ta<inf>43</inf>Mo<inf>7</inf>V<inf>6</inf>, and Ti<inf>10</inf>Nb<inf>20</inf>Zr<inf>37</inf>Mo<inf>21</inf>V<inf>12</inf> RHEAs were produced and subjected to room-temperature and high-temperature compression, and room-temperature hardness tests, which have demonstrated that especially the Ti<inf>8</inf>Nb<inf>21</inf>Zr<inf>27</inf>Ta<inf>13</inf>Mo<inf>19</inf>V<inf>12</inf> and the Ti<inf>10</inf>Nb<inf>20</inf>Zr<inf>37</inf>Mo<inf>21</inf>V<inf>12</inf> RHEAs exhibit both high strength at elevated temperatures and good room-temperature ductility. The current study not only contributes to the literature by presenting three novel RHEAs, but also constitutes an encouraging example of efficient alloy design by ML for demanding applications. © 2023 Elsevier B.V.",,,
